   1.0427160371984189e-10	   1.9635670986730967e-10	   3.6103775603214837e-10	   6.4816664368214711e-10	   1.1361820266845582e-09	   1.9446271002155848e-09	   3.2497648280690920e-09	   5.3026714052673843e-09	   8.4482095720670434e-09	   1.3142010902770242e-08	   1.9961177152083491e-08	   2.9603131622479142e-08	   4.2866334118017089e-08	   6.0606920086988572e-08	   8.3667205939863794e-08	   1.1277569149929691e-07	   1.4842358347988257e-07	   1.9072934103161220e-07	   2.3930913950434358e-07	   2.9317588404910439e-07	   3.5069080828496787e-07	   4.0958845244840394e-07	   4.6708745849545331e-07	   5.2008687049650723e-07	   5.6543248448204615e-07	   6.0022323322387153e-07	   6.2211694384204931e-07	   6.2959089562922772e-07	   6.2211694384204931e-07	   6.0022323322387153e-07	   5.6543248448204615e-07	   5.2008687049650723e-07	   4.6708745849545331e-07	   4.0958845244840394e-07	   3.5069080828496787e-07	   2.9317588404910439e-07	   2.3930913950434358e-07	   1.9072934103161220e-07	   1.4842358347988257e-07	   1.1277569149929691e-07	   8.3667205939863794e-08	   6.0606920086988572e-08	   4.2866334118017089e-08	   2.9603131622479142e-08	   1.9961177152083491e-08	   1.3142010902770242e-08	   8.4482095720670434e-09	   5.3026714052673843e-09	   3.2497648280690920e-09	   1.9446271002155848e-09	   1.1361820266845582e-09	   6.4816664368214711e-10	   3.6103775603214837e-10	   1.9635670986730967e-10	   1.0427160371984189e-10	
   1.9635670986730967e-10	   3.6976469272983729e-10	   6.7988007648585601e-10	   1.2205803407523923e-09	   2.1395754607320588e-09	   3.6619804979989781e-09	   6.1197210622811422e-09	   9.9856056059453500e-09	   1.5909054590717189e-08	   2.4748080300382189e-08	   3.7589438838905832e-08	   5.5746467108885485e-08	   8.0722766613446975e-08	   1.1413054943939116e-07	   1.5755600466530539e-07	   2.1237099023920378e-07	   2.7950051096490333e-07	   3.5916764050883087e-07	   4.5064958817074561e-07	   5.5208752863333431e-07	   6.6039545608753439e-07	   7.7130722126897983e-07	   8.7958517274629766e-07	   9.7938981556535500e-07	   1.0647813819311743e-06	   1.1302967927722671e-06	   1.1715254382558729e-06	   1.1855998413558797e-06	   1.1715254382558729e-06	   1.1302967927722671e-06	   1.0647813819311743e-06	   9.7938981556535500e-07	   8.7958517274629766e-07	   7.7130722126897983e-07	   6.6039545608753439e-07	   5.5208752863333431e-07	   4.5064958817074561e-07	   3.5916764050883087e-07	   2.7950051096490333e-07	   2.1237099023920378e-07	   1.5755600466530539e-07	   1.1413054943939116e-07	   8.0722766613446975e-08	   5.5746467108885485e-08	   3.7589438838905832e-08	   2.4748080300382189e-08	   1.5909054590717189e-08	   9.9856056059453500e-09	   6.1197210622811422e-09	   3.6619804979989781e-09	   2.1395754607320588e-09	   1.2205803407523923e-09	   6.7988007648585601e-10	   3.6976469272983729e-10	   1.9635670986730967e-10	
   3.6103775603214837e-10	   6.7988007648585601e-10	   1.2500839790567530e-09	   2.2442603951756535e-09	   3.9340011539516844e-09	   6.7332215055165470e-09	   1.1252227445457406e-08	   1.8360363865481345e-08	   2.9251709166989511e-08	   4.5503876000933842e-08	   6.9115064405373108e-08	   1.0250008469439515e-07	   1.4842358347988257e-07	   2.0984990781399329e-07	   2.8969555668452770e-07	   3.9048294206039977e-07	   5.1391285460424970e-07	   6.6039545608753439e-07	   8.2860176349423063e-07	   1.0151139862030147e-06	   1.2142579376115586e-06	   1.4181895213386114e-06	   1.6172783564262748e-06	   1.8007874624269396e-06	   1.9577954889192326e-06	   2.0782575649622513e-06	   2.1540639769748786e-06	   2.1799423435260020e-06	   2.1540639769748786e-06	   2.0782575649622513e-06	   1.9577954889192326e-06	   1.8007874624269396e-06	   1.6172783564262748e-06	   1.4181895213386114e-06	   1.2142579376115586e-06	   1.0151139862030147e-06	   8.2860176349423063e-07	   6.6039545608753439e-07	   5.1391285460424970e-07	   3.9048294206039977e-07	   2.8969555668452770e-07	   2.0984990781399329e-07	   1.4842358347988257e-07	   1.0250008469439515e-07	   6.9115064405373108e-08	   4.5503876000933842e-08	   2.9251709166989511e-08	   1.8360363865481345e-08	   1.1252227445457406e-08	   6.7332215055165470e-09	   3.9340011539516844e-09	   2.2442603951756535e-09	   1.2500839790567530e-09	   6.7988007648585601e-10	   3.6103775603214837e-10	
   6.4816664368214711e-10	   1.2205803407523923e-09	   2.2442603951756535e-09	   4.0290930895333941e-09	   7.0626638948296270e-09	   1.2088069769662821e-08	   2.0200985562908419e-08	   3.2962135468214959e-08	   5.2515233755900152e-08	   8.1692549018135406e-08	   1.2408142521115464e-07	   1.8401714159664252e-07	   2.6646303423973834e-07	   3.7674095895026737e-07	   5.2008687049650723e-07	   7.0102922406786361e-07	   9.2262142822615777e-07	   1.1855998413558797e-06	   1.4875785565910203e-06	   1.8224216564580743e-06	   2.1799423435260020e-06	   2.5460582080212898e-06	   2.9034799454361100e-06	   3.2329315868067485e-06	   3.5148061660227944e-06	   3.7310702498069663e-06	   3.8671645690931649e-06	   3.9136236823331781e-06	   3.8671645690931649e-06	   3.7310702498069663e-06	   3.5148061660227944e-06	   3.2329315868067485e-06	   2.9034799454361100e-06	   2.5460582080212898e-06	   2.1799423435260020e-06	   1.8224216564580743e-06	   1.4875785565910203e-06	   1.1855998413558797e-06	   9.2262142822615777e-07	   7.0102922406786361e-07	   5.2008687049650723e-07	   3.7674095895026737e-07	   2.6646303423973834e-07	   1.8401714159664252e-07	   1.2408142521115464e-07	   8.1692549018135406e-08	   5.2515233755900152e-08	   3.2962135468214959e-08	   2.0200985562908419e-08	   1.2088069769662821e-08	   7.0626638948296270e-09	   4.0290930895333941e-09	   2.2442603951756535e-09	   1.2205803407523923e-09	   6.4816664368214711e-10	
   1.1361820266845582e-09	   2.1395754607320588e-09	   3.9340011539516844e-09	   7.0626638948296270e-09	   1.2380260317367502e-08	   2.1189377366871956e-08	   3.5410641602140390e-08	   5.7779872267683274e-08	   9.2054821552729800e-08	   1.4320021990204314e-07	   2.1750438185068429e-07	   3.2256669009721674e-07	   4.6708745849545331e-07	   6.6039545608753439e-07	   9.1166887455956082e-07	   1.2288457178878226e-06	   1.6172783564262748e-06	   2.0782575649622513e-06	   2.6076010479010507e-06	   3.1945530540503418e-06	   3.8212569777618090e-06	   4.4630275301008359e-06	   5.0895580033293075e-06	   5.6670592327363027e-06	   6.1611618432396478e-06	   6.5402547314776276e-06	   6.7788167139771094e-06	   6.8602556617439009e-06	   6.7788167139771094e-06	   6.5402547314776276e-06	   6.1611618432396478e-06	   5.6670592327363027e-06	   5.0895580033293075e-06	   4.4630275301008359e-06	   3.8212569777618090e-06	   3.1945530540503418e-06	   2.6076010479010507e-06	   2.0782575649622513e-06	   1.6172783564262748e-06	   1.2288457178878226e-06	   9.1166887455956082e-07	   6.6039545608753439e-07	   4.6708745849545331e-07	   3.2256669009721674e-07	   2.1750438185068429e-07	   1.4320021990204314e-07	   9.2054821552729800e-08	   5.7779872267683274e-08	   3.5410641602140390e-08	   2.1189377366871956e-08	   1.2380260317367502e-08	   7.0626638948296270e-09	   3.9340011539516844e-09	   2.1395754607320588e-09	   1.1361820266845582e-09	
   1.9446271002155848e-09	   3.6619804979989781e-09	   6.7332215055165470e-09	   1.2088069769662821e-08	   2.1189377366871956e-08	   3.6266580967271320e-08	   6.0606920086988572e-08	   9.8892873518344036e-08	   1.5755600466530539e-07	   2.4509367499056291e-07	   3.7226862019346879e-07	   5.5208752863333431e-07	   7.9944138230348862e-07	   1.1302967927722671e-06	   1.5603626516297373e-06	   2.1032252129191468e-06	   2.7680453013994153e-06	   3.5570321366962493e-06	   4.4630275301008359e-06	   5.4676225253363198e-06	   6.5402547314776276e-06	   7.6386741562598901e-06	   8.7110094940281224e-06	   9.6994290559795740e-06	   1.0545108096930319e-05	   1.1193942778920270e-05	   1.1602252438247814e-05	   1.1741638893165140e-05	   1.1602252438247814e-05	   1.1193942778920270e-05	   1.0545108096930319e-05	   9.6994290559795740e-06	   8.7110094940281224e-06	   7.6386741562598901e-06	   6.5402547314776276e-06	   5.4676225253363198e-06	   4.4630275301008359e-06	   3.5570321366962493e-06	   2.7680453013994153e-06	   2.1032252129191468e-06	   1.5603626516297373e-06	   1.1302967927722671e-06	   7.9944138230348862e-07	   5.5208752863333431e-07	   3.7226862019346879e-07	   2.4509367499056291e-07	   1.5755600466530539e-07	   9.8892873518344036e-08	   6.0606920086988572e-08	   3.6266580967271320e-08	   2.1189377366871956e-08	   1.2088069769662821e-08	   6.7332215055165470e-09	   3.6619804979989781e-09	   1.9446271002155848e-09	
   3.2497648280690920e-09	   6.1197210622811422e-09	   1.1252227445457406e-08	   2.0200985562908419e-08	   3.5410641602140390e-08	   6.0606920086988572e-08	   1.0128329344708511e-07	   1.6526488912500045e-07	   2.6329981843595357e-07	   4.0958845244840394e-07	   6.2211694384204931e-07	   9.2262142822615777e-07	   1.3359869797272653e-06	   1.8888962115273387e-06	   2.6076010479010507e-06	   3.5148061660227944e-06	   4.6258206840748361e-06	   5.9443365408542344e-06	   7.4583913247006766e-06	   9.1372208965031993e-06	   1.0929750897029128e-05	   1.2765375224556777e-05	   1.4557409113310286e-05	   1.6209207099386472e-05	   1.7622464172072671e-05	   1.8706764667796805e-05	   1.9389111617346368e-05	   1.9622047381045918e-05	   1.9389111617346368e-05	   1.8706764667796805e-05	   1.7622464172072671e-05	   1.6209207099386472e-05	   1.4557409113310286e-05	   1.2765375224556777e-05	   1.0929750897029128e-05	   9.1372208965031993e-06	   7.4583913247006766e-06	   5.9443365408542344e-06	   4.6258206840748361e-06	   3.5148061660227944e-06	   2.6076010479010507e-06	   1.8888962115273387e-06	   1.3359869797272653e-06	   9.2262142822615777e-07	   6.2211694384204931e-07	   4.0958845244840394e-07	   2.6329981843595357e-07	   1.6526488912500045e-07	   1.0128329344708511e-07	   6.0606920086988572e-08	   3.5410641602140390e-08	   2.0200985562908419e-08	   1.1252227445457406e-08	   6.1197210622811422e-09	   3.2497648280690920e-09	
   5.3026714052673843e-09	   9.9856056059453500e-09	   1.8360363865481345e-08	   3.2962135468214959e-08	   5.7779872267683274e-08	   9.8892873518344036e-08	   1.6526488912500045e-07	   2.6966425209867305e-07	   4.2962875534042900e-07	   6.6832927600375111e-07	   1.0151139862030147e-06	   1.5054499399726397e-06	   2.1799423435260020e-06	   3.0821294642219479e-06	   4.2548468103354721e-06	   5.7351418141541666e-06	   7.5479945057786065e-06	   9.6994290559795740e-06	   1.2169926286722616e-05	   1.4909288066942259e-05	   1.7834175891062277e-05	   2.0829381128167854e-05	   2.3753459442108335e-05	   2.6448713533232443e-05	   2.8754738203970790e-05	   3.0524001377641668e-05	   3.1637393222674889e-05	   3.2017476668333828e-05	   3.1637393222674889e-05	   3.0524001377641668e-05	   2.8754738203970790e-05	   2.6448713533232443e-05	   2.3753459442108335e-05	   2.0829381128167854e-05	   1.7834175891062277e-05	   1.4909288066942259e-05	   1.2169926286722616e-05	   9.6994290559795740e-06	   7.5479945057786065e-06	   5.7351418141541666e-06	   4.2548468103354721e-06	   3.0821294642219479e-06	   2.1799423435260020e-06	   1.5054499399726397e-06	   1.0151139862030147e-06	   6.6832927600375111e-07	   4.2962875534042900e-07	   2.6966425209867305e-07	   1.6526488912500045e-07	   9.8892873518344036e-08	   5.7779872267683274e-08	   3.2962135468214959e-08	   1.8360363865481345e-08	   9.9856056059453500e-09	   5.3026714052673843e-09	
   8.4482095720670434e-09	   1.5909054590717189e-08	   2.9251709166989511e-08	   5.2515233755900152e-08	   9.2054821552729800e-08	   1.5755600466530539e-07	   2.6329981843595357e-07	   4.2962875534042900e-07	   6.8448400549519544e-07	   1.0647813819311743e-06	   1.6172783564262748e-06	   2.3984809959204480e-06	   3.4730814650963630e-06	   4.9104448780523161e-06	   6.7788167139771094e-06	   9.1372208965031993e-06	   1.2025455578915473e-05	   1.5453118462689252e-05	   1.9389111617346368e-05	   2.3753459442108335e-05	   2.8413387132217055e-05	   3.3185344438356134e-05	   3.7843982417840780e-05	   4.2138057926492666e-05	   4.5812013600495453e-05	   4.8630801516424886e-05	   5.0404656036870411e-05	   5.1010204515814522e-05	   5.0404656036870411e-05	   4.8630801516424886e-05	   4.5812013600495453e-05	   4.2138057926492666e-05	   3.7843982417840780e-05	   3.3185344438356134e-05	   2.8413387132217055e-05	   2.3753459442108335e-05	   1.9389111617346368e-05	   1.5453118462689252e-05	   1.2025455578915473e-05	   9.1372208965031993e-06	   6.7788167139771094e-06	   4.9104448780523161e-06	   3.4730814650963630e-06	   2.3984809959204480e-06	   1.6172783564262748e-06	   1.0647813819311743e-06	   6.8448400549519544e-07	   4.2962875534042900e-07	   2.6329981843595357e-07	   1.5755600466530539e-07	   9.2054821552729800e-08	   5.2515233755900152e-08	   2.9251709166989511e-08	   1.5909054590717189e-08	   8.4482095720670434e-09	
   1.3142010902770242e-08	   2.4748080300382189e-08	   4.5503876000933842e-08	   8.1692549018135406e-08	   1.4320021990204314e-07	   2.4509367499056291e-07	   4.0958845244840394e-07	   6.6832927600375111e-07	   1.0647813819311743e-06	   1.6563709045137336e-06	   2.5158336345304607e-06	   3.7310702498069663e-06	   5.4027156986516419e-06	   7.6386741562598901e-06	   1.0545108096930319e-05	   1.4213834969234152e-05	   1.8706764667796805e-05	   2.4038827349872798e-05	   3.0161647162814157e-05	   3.6950814288372364e-05	   4.4199784616004222e-05	   5.1623027897301030e-05	   5.8869991954735849e-05	   6.5549843664216374e-05	   7.1265038713790152e-05	   7.5649937218939074e-05	   7.8409340291124015e-05	   7.9351329791331457e-05	   7.8409340291124015e-05	   7.5649937218939074e-05	   7.1265038713790152e-05	   6.5549843664216374e-05	   5.8869991954735849e-05	   5.1623027897301030e-05	   4.4199784616004222e-05	   3.6950814288372364e-05	   3.0161647162814157e-05	   2.4038827349872798e-05	   1.8706764667796805e-05	   1.4213834969234152e-05	   1.0545108096930319e-05	   7.6386741562598901e-06	   5.4027156986516419e-06	   3.7310702498069663e-06	   2.5158336345304607e-06	   1.6563709045137336e-06	   1.0647813819311743e-06	   6.6832927600375111e-07	   4.0958845244840394e-07	   2.4509367499056291e-07	   1.4320021990204314e-07	   8.1692549018135406e-08	   4.5503876000933842e-08	   2.4748080300382189e-08	   1.3142010902770242e-08	
