   5.3881340208147673e-10	   1.6028038756997113e-09	   4.4225342634371095e-09	   1.1319072890204193e-08	   2.6871959414957107e-08	   5.9174778529615868e-08	   1.2087118376667832e-07	   2.2901173535815462e-07	   4.0247742695033425e-07	   6.5610620652235370e-07	   9.9210032565133743e-07	   1.3915085088137817e-06	   1.8103600963231534e-06	   2.1847054821354340e-06	   2.4455112019958071e-06	   2.5391902541678288e-06	   2.4455112019958071e-06	   2.1847054821354340e-06	   1.8103600963231534e-06	   1.3915085088137817e-06	   9.9210032565133743e-07	   6.5610620652235370e-07	   4.0247742695033425e-07	   2.2901173535815462e-07	   1.2087118376667832e-07	   5.9174778529615868e-08	   2.6871959414957107e-08	   1.1319072890204193e-08	   4.4225342634371095e-09	   1.6028038756997113e-09	   5.3881340208147673e-10	
   1.6028038756997113e-09	   4.7678477447551541e-09	   1.3155676956936380e-08	   3.3670754713342235e-08	   7.9935800652979603e-08	   1.7602673579488741e-07	   3.5955453419168800e-07	   6.8123935966474413e-07	   1.1972463515302406e-06	   1.9517138338100333e-06	   2.9511928264851494e-06	   4.1393091233068509e-06	   5.3852635580138838e-06	   6.4988257539659031e-06	   7.2746424225602917e-06	   7.5533087425017610e-06	   7.2746424225602917e-06	   6.4988257539659031e-06	   5.3852635580138838e-06	   4.1393091233068509e-06	   2.9511928264851494e-06	   1.9517138338100333e-06	   1.1972463515302406e-06	   6.8123935966474413e-07	   3.5955453419168800e-07	   1.7602673579488741e-07	   7.9935800652979603e-08	   3.3670754713342235e-08	   1.3155676956936380e-08	   4.7678477447551541e-09	   1.6028038756997113e-09	
   4.4225342634371095e-09	   1.3155676956936380e-08	   3.6299782514165560e-08	   9.2905980983191209e-08	   2.2056274171956968e-07	   4.8570151478703543e-07	   9.9210032565133743e-07	   1.8797087125859571e-06	   3.3035002545810922e-06	   5.3852635580138838e-06	   8.1430745152413536e-06	   1.1421382679643632e-05	   1.4859280641905375e-05	   1.7931875511889795e-05	   2.0072546526617965e-05	   2.0841456164716409e-05	   2.0072546526617965e-05	   1.7931875511889795e-05	   1.4859280641905375e-05	   1.1421382679643632e-05	   8.1430745152413536e-06	   5.3852635580138838e-06	   3.3035002545810922e-06	   1.8797087125859571e-06	   9.9210032565133743e-07	   4.8570151478703543e-07	   2.2056274171956968e-07	   9.2905980983191209e-08	   3.6299782514165560e-08	   1.3155676956936380e-08	   4.4225342634371095e-09	
   1.1319072890204193e-08	   3.3670754713342235e-08	   9.2905980983191209e-08	   2.3778438063866417e-07	   5.6451021104058181e-07	   1.2431087067450629e-06	   2.5391902541678288e-06	   4.8109429260987963e-06	   8.4550074565958566e-06	   1.3783090670448629e-05	   2.0841456164716409e-05	   2.9231986765282473e-05	   3.8030972890871475e-05	   4.5894999085750869e-05	   5.1373851211324663e-05	   5.3341805266892098e-05	   5.1373851211324663e-05	   4.5894999085750869e-05	   3.8030972890871475e-05	   2.9231986765282473e-05	   2.0841456164716409e-05	   1.3783090670448629e-05	   8.4550074565958566e-06	   4.8109429260987963e-06	   2.5391902541678288e-06	   1.2431087067450629e-06	   5.6451021104058181e-07	   2.3778438063866417e-07	   9.2905980983191209e-08	   3.3670754713342235e-08	   1.1319072890204193e-08	
   2.6871959414957107e-08	   7.9935800652979603e-08	   2.2056274171956968e-07	   5.6451021104058181e-07	   1.3401711984326445e-06	   2.9511928264851494e-06	   6.0281454248698278e-06	   1.1421382679643632e-05	   2.0072546526617965e-05	   3.2721642196465108e-05	   4.9478501431998838e-05	   6.9397977166048963e-05	   9.0287143651073023e-05	   1.0895667558154075e-04	   1.2196370304634183e-04	   1.2663570949286579e-04	   1.2196370304634183e-04	   1.0895667558154075e-04	   9.0287143651073023e-05	   6.9397977166048963e-05	   4.9478501431998838e-05	   3.2721642196465108e-05	   2.0072546526617965e-05	   1.1421382679643632e-05	   6.0281454248698278e-06	   2.9511928264851494e-06	   1.3401711984326445e-06	   5.6451021104058181e-07	   2.2056274171956968e-07	   7.9935800652979603e-08	   2.6871959414957107e-08	
   5.9174778529615868e-08	   1.7602673579488741e-07	   4.8570151478703543e-07	   1.2431087067450629e-06	   2.9511928264851494e-06	   6.4988257539659031e-06	   1.3274587273395474e-05	   2.5151042398259769e-05	   4.4201782121511266e-05	   7.2056372972318492e-05	   1.0895667558154075e-04	   1.5282138030167305e-04	   1.9882144234893665e-04	   2.3993364411201674e-04	   2.6857643705735810e-04	   2.7886466883431256e-04	   2.6857643705735810e-04	   2.3993364411201674e-04	   1.9882144234893665e-04	   1.5282138030167305e-04	   1.0895667558154075e-04	   7.2056372972318492e-05	   4.4201782121511266e-05	   2.5151042398259769e-05	   1.3274587273395474e-05	   6.4988257539659031e-06	   2.9511928264851494e-06	   1.2431087067450629e-06	   4.8570151478703543e-07	   1.7602673579488741e-07	   5.9174778529615868e-08	
   1.2087118376667832e-07	   3.5955453419168800e-07	   9.9210032565133743e-07	   2.5391902541678288e-06	   6.0281454248698278e-06	   1.3274587273395474e-05	   2.7114847197042952e-05	   5.1373851211324663e-05	   9.0287143651073023e-05	   1.4718329862001018e-04	   2.2255634383543257e-04	   3.1215496873682777e-04	   4.0611530270260129e-04	   4.9009162872925465e-04	   5.4859777570122087e-04	   5.6961265373957413e-04	   5.4859777570122087e-04	   4.9009162872925465e-04	   4.0611530270260129e-04	   3.1215496873682777e-04	   2.2255634383543257e-04	   1.4718329862001018e-04	   9.0287143651073023e-05	   5.1373851211324663e-05	   2.7114847197042952e-05	   1.3274587273395474e-05	   6.0281454248698278e-06	   2.5391902541678288e-06	   9.9210032565133743e-07	   3.5955453419168800e-07	   1.2087118376667832e-07	
   2.2901173535815462e-07	   6.8123935966474413e-07	   1.8797087125859571e-06	   4.8109429260987963e-06	   1.1421382679643632e-05	   2.5151042398259769e-05	   5.1373851211324663e-05	   9.7336804780930256e-05	   1.7106488745883725e-04	   2.7886466883431256e-04	   4.2167217138457005e-04	   5.9143253886787103e-04	   7.6945693199262550e-04	   9.2856486452921243e-04	   1.0394150591714114e-03	   1.0792314449957886e-03	   1.0394150591714114e-03	   9.2856486452921243e-04	   7.6945693199262550e-04	   5.9143253886787103e-04	   4.2167217138457005e-04	   2.7886466883431256e-04	   1.7106488745883725e-04	   9.7336804780930256e-05	   5.1373851211324663e-05	   2.5151042398259769e-05	   1.1421382679643632e-05	   4.8109429260987963e-06	   1.8797087125859571e-06	   6.8123935966474413e-07	   2.2901173535815462e-07	
   4.0247742695033425e-07	   1.1972463515302406e-06	   3.3035002545810922e-06	   8.4550074565958566e-06	   2.0072546526617965e-05	   4.4201782121511266e-05	   9.0287143651073023e-05	   1.7106488745883725e-04	   3.0063854866784948e-04	   4.9009162872925465e-04	   7.4106914342186251e-04	   1.0394150591714114e-03	   1.3522846139441846e-03	   1.6319093728874930e-03	   1.8267234117696595e-03	   1.8966988498929282e-03	   1.8267234117696595e-03	   1.6319093728874930e-03	   1.3522846139441846e-03	   1.0394150591714114e-03	   7.4106914342186251e-04	   4.9009162872925465e-04	   3.0063854866784948e-04	   1.7106488745883725e-04	   9.0287143651073023e-05	   4.4201782121511266e-05	   2.0072546526617965e-05	   8.4550074565958566e-06	   3.3035002545810922e-06	   1.1972463515302406e-06	   4.0247742695033425e-07	
   6.5610620652235370e-07	   1.9517138338100333e-06	   5.3852635580138838e-06	   1.3783090670448629e-05	   3.2721642196465108e-05	   7.2056372972318492e-05	   1.4718329862001018e-04	   2.7886466883431256e-04	   4.9009162872925465e-04	   7.9893215828373088e-04	   1.2080679111509231e-03	   1.6944221608714413e-03	   2.2044523960419540e-03	   2.6602879971343390e-03	   2.9778677953277159e-03	   3.0919395821722064e-03	   2.9778677953277159e-03	   2.6602879971343390e-03	   2.2044523960419540e-03	   1.6944221608714413e-03	   1.2080679111509231e-03	   7.9893215828373088e-04	   4.9009162872925465e-04	   2.7886466883431256e-04	   1.4718329862001018e-04	   7.2056372972318492e-05	   3.2721642196465108e-05	   1.3783090670448629e-05	   5.3852635580138838e-06	   1.9517138338100333e-06	   6.5610620652235370e-07	
