   2.9021761568367925e-09	   1.5905073395551356e-08	   7.1355678048601484e-08	   2.6206097298001912e-07	   7.8787462418638639e-07	   1.9390670601019384e-06	   3.9066949104637859e-06	   6.4432816640072491e-06	   8.6993276556637629e-06	   9.6149097612720469e-06	   8.6993276556637629e-06	   6.4432816640072491e-06	   3.9066949104637859e-06	   1.9390670601019384e-06	   7.8787462418638639e-07	   2.6206097298001912e-07	   7.1355678048601484e-08	   1.5905073395551356e-08	   2.9021761568367925e-09	
   1.5905073395551356e-08	   8.7166094009124634e-08	   3.9105734291103021e-07	   1.4361977992058909e-06	   4.3178646115800357e-06	   1.0626854554353557e-05	   2.1410233537539161e-05	   3.5311732381518835e-05	   4.7675756872763546e-05	   5.2693509001643675e-05	   4.7675756872763546e-05	   3.5311732381518835e-05	   2.1410233537539161e-05	   1.0626854554353557e-05	   4.3178646115800357e-06	   1.4361977992058909e-06	   3.9105734291103021e-07	   8.7166094009124634e-08	   1.5905073395551356e-08	
   7.1355678048601484e-08	   3.9105734291103021e-07	   1.7544189306982897e-06	   6.4432816640072491e-06	   1.9371438874814066e-05	   4.7675756872763546e-05	   9.6053736644643352e-05	   1.5842068404782030e-04	   2.1388998802657731e-04	   2.3640136515333760e-04	   2.1388998802657731e-04	   1.5842068404782030e-04	   9.6053736644643352e-05	   4.7675756872763546e-05	   1.9371438874814066e-05	   6.4432816640072491e-06	   1.7544189306982897e-06	   3.9105734291103021e-07	   7.1355678048601484e-08	
   2.6206097298001912e-07	   1.4361977992058909e-06	   6.4432816640072491e-06	   2.3663606152042585e-05	   7.1143576214061877e-05	   1.7509405803873684e-04	   3.5276710097711841e-04	   5.8181604795983952e-04	   7.8553269909020361e-04	   8.6820801735907032e-04	   7.8553269909020361e-04	   5.8181604795983952e-04	   3.5276710097711841e-04	   1.7509405803873684e-04	   7.1143576214061877e-05	   2.3663606152042585e-05	   6.4432816640072491e-06	   1.4361977992058909e-06	   2.6206097298001912e-07	
   7.8787462418638639e-07	   4.3178646115800357e-06	   1.9371438874814066e-05	   7.1143576214061877e-05	   2.1388998802657731e-04	   5.2641247418804785e-04	   1.0605785514230669e-03	   1.7492039921828319e-03	   2.3616690155882141e-03	   2.6102286716478736e-03	   2.3616690155882141e-03	   1.7492039921828319e-03	   1.0605785514230669e-03	   5.2641247418804785e-04	   2.1388998802657731e-04	   7.1143576214061877e-05	   1.9371438874814066e-05	   4.3178646115800357e-06	   7.8787462418638639e-07	
   1.9390670601019384e-06	   1.0626854554353557e-05	   4.7675756872763546e-05	   1.7509405803873684e-04	   5.2641247418804785e-04	   1.2955729977709354e-03	   2.6102286716478736e-03	   4.3050299356235389e-03	   5.8123900103008363e-03	   6.4241292727923423e-03	   5.8123900103008363e-03	   4.3050299356235389e-03	   2.6102286716478736e-03	   1.2955729977709354e-03	   5.2641247418804785e-04	   1.7509405803873684e-04	   4.7675756872763546e-05	   1.0626854554353557e-05	   1.9390670601019384e-06	
   3.9066949104637859e-06	   2.1410233537539161e-05	   9.6053736644643352e-05	   3.5276710097711841e-04	   1.0605785514230669e-03	   2.6102286716478736e-03	   5.2589037669163062e-03	   8.6734692600113471e-03	   1.1710391526984694e-02	   1.2942880445228093e-02	   1.1710391526984694e-02	   8.6734692600113471e-03	   5.2589037669163062e-03	   2.6102286716478736e-03	   1.0605785514230669e-03	   3.5276710097711841e-04	   9.6053736644643352e-05	   2.1410233537539161e-05	   3.9066949104637859e-06	
   6.4432816640072491e-06	   3.5311732381518835e-05	   1.5842068404782030e-04	   5.8181604795983952e-04	   1.7492039921828319e-03	   4.3050299356235389e-03	   8.6734692600113471e-03	   1.4305085686797862e-02	   1.9313858065053955e-02	   2.1346592494031168e-02	   1.9313858065053955e-02	   1.4305085686797862e-02	   8.6734692600113471e-03	   4.3050299356235389e-03	   1.7492039921828319e-03	   5.8181604795983952e-04	   1.5842068404782030e-04	   3.5311732381518835e-05	   6.4432816640072491e-06	
   8.6993276556637629e-06	   4.7675756872763546e-05	   2.1388998802657731e-04	   7.8553269909020361e-04	   2.3616690155882141e-03	   5.8123900103008363e-03	   1.1710391526984694e-02	   1.9313858065053955e-02	   2.6076398388952943e-02	   2.8820872983848056e-02	   2.6076398388952943e-02	   1.9313858065053955e-02	   1.1710391526984694e-02	   5.8123900103008363e-03	   2.3616690155882141e-03	   7.8553269909020361e-04	   2.1388998802657731e-04	   4.7675756872763546e-05	   8.6993276556637629e-06	
   9.6149097612720469e-06	   5.2693509001643675e-05	   2.3640136515333760e-04	   8.6820801735907032e-04	   2.6102286716478736e-03	   6.4241292727923423e-03	   1.2942880445228093e-02	   2.1346592494031168e-02	   2.8820872983848056e-02	   3.1854196548208813e-02	   2.8820872983848056e-02	   2.1346592494031168e-02	   1.2942880445228093e-02	   6.4241292727923423e-03	   2.6102286716478736e-03	   8.6820801735907032e-04	   2.3640136515333760e-04	   5.2693509001643675e-05	   9.6149097612720469e-06	
